Customer ID;Number of Transaction;Number of Line;Line Category;TerritoryKey;Quantity;Total Spend;AOV;Churn
14265;2;5;Med 1;6;9;97.3;48.6;0
14269;1;2;Low;4;3;85.5;85.5;1
14273;1;2;Low;4;3;70;70;1
14275;1;3;Low;9;4;2112;2112;1
14276;1;5;Med 1;9;9;2144.9;2144.9;1
14277;1;1;Low;9;1;2071.4;2071.4;1
14278;2;5;Med 1;9;7;175.5;87.8;1
14279;1;4;Med 1;9;5;2091.4;2091.4;1
14281;1;4;Med 1;6;8;2420.3;2420.3;1
14286;1;2;Low;9;2;2126.4;2126.4;1
14287;1;2;Low;9;2;2104.1;2104.1;1
14291;1;4;Med 1;6;5;138.5;138.5;1
14293;1;2;Low;4;4;45.5;45.5;1
14299;1;1;Low;9;1;2049.1;2049.1;1
14300;2;7;Med 2;9;9;3005.4;1502.7;1
14301;2;3;Low;9;5;2822.8;1411.4;1
14302;2;4;Med 1;9;6;2823.4;1411.7;1
14303;1;1;Low;9;1;742.4;742.4;1
14307;1;3;Low;9;6;32.3;32.3;1
14308;2;6;Med 1;9;10;2842.7;1421.4;1
14310;2;8;Med 2;9;12;2883.3;1441.7;1
14311;1;3;Low;9;3;62.6;62.6;1
14312;1;1;Low;9;1;25;25;1
14313;2;5;Med 1;9;7;181.1;90.6;0
14314;1;3;Low;9;5;62.6;62.6;1
14318;1;2;Low;9;2;71.6;71.6;1
14319;1;2;Low;9;4;71.6;71.6;0
14320;2;6;Med 1;9;11;259.7;129.8;1
14322;2;2;Low;9;2;2813.8;1406.9;1
14323;2;6;Med 1;9;9;2902;1451;1
14324;2;3;Low;9;3;2825.1;1412.5;1
14325;1;2;Low;9;2;2051.4;2051.4;0
14326;1;3;Low;9;4;2125.1;2125.1;0
14328;1;4;Med 1;6;6;87.2;87.2;0
14331;1;2;Low;1;3;55.6;55.6;1
14332;2;4;Med 1;6;6;57.3;28.6;1
14341;2;8;Med 2;6;12;149.3;74.6;0
14346;1;1;Low;9;1;769.5;769.5;0
14347;1;3;Low;9;4;828;828;1
14348;1;4;Med 1;9;4;917;917;1
14349;1;2;Low;1;4;55.6;55.6;1
14350;1;4;Med 1;1;6;70.6;70.6;1
14352;1;2;Low;1;3;85.5;85.5;1
14358;1;4;Med 1;1;6;45.6;45.6;1
14369;1;2;Low;1;3;45.5;45.5;1
14370;3;6;Med 1;6;10;121.2;40.4;1
14375;1;2;Low;1;3;38.6;38.6;1
14376;1;2;Low;1;2;70;70;1
14383;1;2;Low;4;3;55.6;55.6;1
14391;1;1;Low;1;1;22;22;1
14392;1;1;Low;1;1;2049.1;2049.1;1
14394;1;3;Low;1;4;2095.7;2095.7;1
14396;1;3;Low;1;5;75;75;1
14400;1;4;Med 1;4;7;2111.1;2111.1;1
14405;1;3;Low;1;6;62.2;62.2;1
14409;1;2;Low;4;3;85.5;85.5;1
14411;1;3;Low;1;4;2111.4;2111.4;1
14412;1;1;Low;1;1;2071.4;2071.4;1
14419;1;3;Low;1;4;2125.1;2125.1;1
14420;1;1;Low;1;1;2071.4;2071.4;1
14421;1;4;Med 1;1;6;2120.4;2120.4;1
14424;1;3;Low;7;5;2195.5;2195.5;1
14427;1;3;Low;10;5;2398.1;2398.1;1
14428;1;2;Low;8;2;2084.1;2084.1;1
14429;2;5;Med 1;10;7;4567.4;2283.7;1
14432;1;1;Low;1;2;22;22;1
14433;1;2;Low;4;3;2093.4;2093.4;1
14434;1;3;Low;4;4;2147.4;2147.4;1
14435;1;3;Low;4;5;78.7;78.7;1
14436;1;2;Low;6;2;2417.7;2417.7;1
14438;1;3;Low;1;4;2106.1;2106.1;1
14439;1;4;Med 1;1;8;2066.4;2066.4;1
14440;1;5;Med 1;4;9;2119.7;2119.7;1
14442;1;4;Med 1;4;5;2124.1;2124.1;1
14447;1;4;Med 1;1;5;2134.5;2134.5;1
14448;1;4;Med 1;1;5;2122.7;2122.7;1
14449;1;2;Low;1;2;2105.1;2105.1;1
14451;1;4;Med 1;4;5;2113.7;2113.7;1
14452;1;3;Low;1;4;2127;2127;1
14453;1;4;Med 1;1;6;2150.5;2150.5;1
14455;1;2;Low;6;2;118.1;118.1;0
14456;1;3;Low;1;4;2156.9;2156.9;1
14458;3;6;Med 1;6;11;134;44.7;1
14459;1;3;Low;6;5;2398.1;2398.1;1
14461;1;3;Low;1;5;2064.1;2064.1;1
14462;1;1;Low;4;2;22;22;1
14464;1;3;Low;4;5;2108.7;2108.7;1
14470;1;4;Med 1;4;6;2133.4;2133.4;1
14471;1;2;Low;4;2;2106.4;2106.4;1
14472;1;4;Med 1;4;7;2254.7;2254.7;1
14473;1;3;Low;4;3;2167.6;2167.6;1
14476;1;2;Low;1;4;7.3;7.3;1
14477;1;2;Low;4;2;2093.4;2093.4;1
14478;1;4;Med 1;6;5;2451.7;2451.7;1
14480;2;6;Med 1;6;9;123.6;61.8;0
14481;1;3;Low;1;5;2111.4;2111.4;1
14485;1;4;Med 1;4;7;2066.4;2066.4;1
14486;1;3;Low;4;5;2064.1;2064.1;1
14498;1;5;Med 1;4;7;2143.1;2143.1;1
14501;1;1;Low;4;1;2049.1;2049.1;1
14504;1;3;Low;6;4;42.3;42.3;0
14516;1;1;Low;9;1;54;54;1
14517;1;1;Low;9;1;54;54;0
14518;1;2;Low;9;3;62.6;62.6;1
14521;1;3;Low;9;5;64;64;0
14522;1;1;Low;9;1;54;54;1
14524;1;2;Low;7;2;817.6;817.6;1
14528;1;1;Low;8;3;5;5;1
14533;1;3;Low;10;4;69;69;1
14536;1;2;Low;7;3;68.5;68.5;1
14537;1;3;Low;8;5;42.3;42.3;1
14538;1;4;Med 1;7;6;833.8;833.8;1
14539;1;3;Low;7;5;826.5;826.5;1
14540;1;2;Low;10;2;118.1;118.1;1
14541;1;2;Low;8;2;817.6;817.6;1
14542;1;3;Low;10;5;36.3;36.3;0
14543;1;3;Low;8;6;42.3;42.3;1
14549;1;3;Low;8;4;73.6;73.6;1
14550;1;3;Low;7;5;47.3;47.3;1
14554;1;4;Med 1;10;7;105.6;105.6;1
14556;1;3;Low;7;4;20;20;1
14561;1;2;Low;6;3;37.3;37.3;0
14563;1;2;Low;1;3;38.6;38.6;1
14566;1;4;Med 1;6;8;78.6;78.6;0
14571;1;3;Low;4;5;88;88;1
14572;1;2;Low;4;3;2071.1;2071.1;1
14573;1;2;Low;1;3;38.6;38.6;1
14574;1;4;Med 1;6;7;72.2;72.2;0
14576;1;2;Low;1;3;777.4;777.4;1
14577;1;4;Med 1;1;7;806.8;806.8;1
14580;1;1;Low;4;1;769.5;769.5;1
14581;1;5;Med 1;1;9;861.7;861.7;1
14584;1;5;Med 1;4;9;2094.7;2094.7;1
14585;1;2;Low;4;3;2071.1;2071.1;1
14588;1;2;Low;1;3;38.6;38.6;1
14589;1;1;Low;4;1;769.5;769.5;1
14590;1;4;Med 1;4;5;896.2;896.2;1
14591;1;3;Low;4;5;801.8;801.8;1
14596;1;4;Med 1;4;7;2108.4;2108.4;1
14599;1;2;Low;1;2;2106.4;2106.4;1
14600;1;2;Low;1;3;38.6;38.6;1
14601;1;3;Low;4;4;2128.4;2128.4;1
14602;1;5;Med 1;4;7;2198.7;2198.7;1
14603;1;3;Low;4;5;2086.4;2086.4;1
14610;1;1;Low;1;1;769.5;769.5;1
14611;1;3;Low;6;6;69;69;0
14613;1;4;Med 1;1;5;902.1;902.1;1
14614;1;5;Med 1;4;9;946.5;946.5;1
14616;1;2;Low;4;2;839.5;839.5;1
14617;1;4;Med 1;1;6;838.1;838.1;1
14620;1;1;Low;4;2;5;5;1
14631;1;3;Low;6;4;848.1;848.1;1
14634;1;2;Low;1;2;839.5;839.5;1
14635;1;4;Med 1;1;7;37.2;37.2;1
14636;1;2;Low;1;2;839.5;839.5;1
14637;1;2;Low;1;2;38.6;38.6;1
14639;1;3;Low;4;3;848.1;848.1;1
14640;1;4;Med 1;6;7;812.4;812.4;1
14641;1;2;Low;6;3;34.9;34.9;0
14643;1;4;Med 1;1;5;911.1;911.1;1
14645;1;2;Low;4;2;839.5;839.5;1
14646;1;4;Med 1;4;6;838.1;838.1;1
14647;1;3;Low;4;3;887.5;887.5;1
14648;1;3;Low;4;5;2079;2079;1
14649;1;4;Med 1;4;5;902.1;902.1;1
14650;1;2;Low;1;2;839.5;839.5;1
14651;1;3;Low;1;3;887.5;887.5;1
14652;1;3;Low;4;4;828;828;1
14653;1;3;Low;4;3;848.1;848.1;1
14656;1;4;Med 1;1;7;2134.5;2134.5;1
14657;1;3;Low;1;4;2127;2127;1
14658;1;1;Low;6;1;32.6;32.6;0
14660;1;3;Low;1;3;887.5;887.5;1
14661;1;3;Low;6;6;23.6;23.6;1
14662;1;3;Low;4;3;903;903;1
14664;1;4;Med 1;4;5;2151.9;2151.9;1
14665;1;1;Low;9;1;48.1;48.1;1
14666;1;2;Low;9;2;2084.1;2084.1;0
14667;1;2;Low;9;2;2191.4;2191.4;0
14668;1;4;Med 1;9;5;2145.1;2145.1;0
14669;1;2;Low;9;3;56.7;56.7;0
14670;1;3;Low;9;4;848.1;848.1;1
14671;1;5;Med 1;9;9;862;862;1
14672;1;4;Med 1;9;6;2159.5;2159.5;0
14673;1;1;Low;9;1;2049.1;2049.1;0
14674;1;1;Low;9;1;48.1;48.1;0
14676;1;3;Low;9;4;2148.4;2148.4;0
14681;1;3;Low;9;5;2103.4;2103.4;0
14683;1;1;Low;9;2;25;25;1
14685;2;3;Low;9;6;82.3;41.1;0
14686;1;1;Low;9;3;25;25;0
14687;1;3;Low;7;6;81;81;1
14691;1;3;Low;7;5;86.7;86.7;1
14706;1;1;Low;10;3;25;25;1
14709;1;2;Low;8;2;817.6;817.6;1
14722;1;1;Low;1;1;769.5;769.5;1
14725;1;4;Med 1;6;7;158.9;158.9;0
14726;1;3;Low;1;4;784.5;784.5;1
14727;1;3;Low;1;4;863;863;1
14728;1;3;Low;1;4;863;863;1
14729;1;1;Low;4;2;5;5;1
14738;1;2;Low;4;2;804.5;804.5;1
14739;1;3;Low;4;5;801.8;801.8;1
14741;1;3;Low;4;3;887.5;887.5;1
14742;1;2;Low;4;4;7.3;7.3;1
14743;1;3;Low;1;5;62.2;62.2;1
14744;1;4;Med 1;1;8;806.8;806.8;1
14745;1;4;Med 1;6;5;902.1;902.1;1
14746;1;3;Low;4;3;887.5;887.5;1
14747;1;2;Low;4;2;804.5;804.5;1
14748;1;2;Low;4;2;125;125;1
14750;1;4;Med 1;4;5;911.1;911.1;1
14751;1;2;Low;1;4;7.3;7.3;1
14752;1;3;Low;4;4;828;828;1
14753;1;1;Low;1;1;769.5;769.5;1
14754;1;3;Low;1;6;801.8;801.8;1
14755;1;3;Low;4;3;893.5;893.5;1
14756;1;3;Low;4;3;887.5;887.5;1
14757;1;2;Low;4;2;839.5;839.5;1
14760;1;2;Low;6;3;37.3;37.3;0
14763;1;1;Low;1;2;5;5;1
14765;2;4;Med 1;6;6;83.6;41.8;1
14783;2;4;Med 1;10;7;159;79.5;1
14784;1;3;Low;10;6;36.3;36.3;0
14786;1;3;Low;8;6;65.6;65.6;1
14787;1;2;Low;10;3;93.5;93.5;0
14804;1;3;Low;10;5;69;69;1
14807;1;2;Low;7;3;38.6;38.6;1
14809;1;3;Low;10;6;36.3;36.3;1
14817;1;3;Low;10;7;64;64;1
14826;1;2;Low;7;3;38.6;38.6;1
14836;1;3;Low;10;6;36.3;36.3;1
14840;1;2;Low;10;2;124;124;1
14841;1;2;Low;8;2;85.5;85.5;1
14852;1;1;Low;4;1;769.5;769.5;1
14853;1;1;Low;9;2;8.6;8.6;0
14854;2;4;Med 1;9;7;71.3;35.6;1
14862;1;2;Low;10;3;32.3;32.3;1
14867;1;2;Low;6;2;839.5;839.5;1
14871;1;3;Low;6;4;848.1;848.1;1
14873;1;1;Low;4;2;22;22;1
14874;1;2;Low;6;2;803.1;803.1;1
14875;1;2;Low;6;2;839.5;839.5;1
14877;1;3;Low;6;3;887.5;887.5;1
14904;2;6;Med 1;6;8;205.9;103;0
14905;1;2;Low;1;3;164;164;1
14906;1;3;Low;6;6;69;69;0
14917;1;3;Low;1;5;62.2;62.2;1
14918;1;2;Low;1;5;12.9;12.9;1
14932;1;4;Med 1;7;7;97;97;1
14936;1;5;Med 1;7;10;95.9;95.9;1
14938;1;1;Low;10;2;29;29;1
14940;1;5;Med 1;8;8;2121.6;2121.6;1
14942;1;1;Low;7;2;5;5;1
14954;1;4;Med 1;7;8;69.3;69.3;1
14955;2;3;Low;10;5;104;52;1
14959;1;2;Low;7;2;38.6;38.6;1
14965;1;4;Med 1;7;7;572.3;572.3;1
14966;1;1;Low;7;1;565;565;1
14968;1;3;Low;10;7;48.6;48.6;1
14984;1;2;Low;10;2;777.3;777.3;0
14986;1;3;Low;10;5;67.6;67.6;1
14991;1;2;Low;10;2;776;776;0
14992;1;2;Low;10;2;68.6;68.6;1
14993;1;4;Med 1;10;7;76.3;76.3;1
14995;1;3;Low;7;4;650.5;650.5;1
14996;1;1;Low;8;2;22;22;1
14997;1;2;Low;8;3;565;565;1
14998;1;4;Med 1;7;6;613.6;613.6;1
15001;1;2;Low;8;4;31;31;1
15002;1;2;Low;7;2;600;600;1
15003;1;5;Med 1;7;9;605.2;605.2;1
15004;1;4;Med 1;7;6;630;630;1
15006;1;1;Low;4;1;2049.1;2049.1;1
15008;1;3;Low;6;7;23.6;23.6;0
15011;1;3;Low;4;4;88;88;1
15019;1;3;Low;9;5;62.6;62.6;1
15020;1;1;Low;9;3;8.6;8.6;0
15022;1;2;Low;9;2;928.5;928.5;1
15023;1;3;Low;1;4;2134.6;2134.6;1
15025;2;6;Med 1;9;12;127;63.5;1
15026;1;1;Low;9;2;5;5;1
15027;1;3;Low;9;4;804.5;804.5;1
15030;1;3;Low;9;5;1715;1715;1
15031;1;1;Low;9;1;8.6;8.6;1
15032;1;2;Low;9;2;1749.1;1749.1;1
15033;1;2;Low;9;3;1726;1726;1
15035;1;1;Low;9;1;1701;1701;1
15036;1;2;Low;9;2;1734.6;1734.6;1
15037;1;4;Med 1;9;6;1785;1785;1
15038;1;1;Low;9;1;1701;1701;1
15039;1;3;Low;9;4;68.6;68.6;1
15040;1;2;Low;9;2;1734.6;1734.6;1
15041;1;2;Low;9;2;1755;1755;1
15042;1;2;Low;9;2;1734.6;1734.6;1
15043;1;3;Low;9;4;1772.6;1772.6;1
15044;1;4;Med 1;9;8;1753.5;1753.5;1
15045;1;2;Low;7;4;48.5;48.5;1
15047;1;3;Low;10;5;756.3;756.3;0
15048;1;2;Low;10;2;776;776;0
15050;1;3;Low;8;4;627.6;627.6;1
15051;1;2;Low;10;2;777.3;777.3;0
15053;1;3;Low;7;6;93.5;93.5;1
15054;1;4;Med 1;8;8;577;577;1
15055;1;2;Low;8;2;598.6;598.6;1
15056;1;2;Low;10;3;751.3;751.3;0
15058;1;2;Low;10;3;751;751;0
15059;1;5;Med 1;10;8;838;838;0
15061;1;2;Low;7;2;598.6;598.6;1
15062;1;2;Low;10;2;751;751;0
15063;1;3;Low;8;5;555;555;1
15064;1;2;Low;7;3;548.6;548.6;1
15066;1;1;Low;7;2;25;25;1
15067;1;3;Low;7;4;620.6;620.6;1
15070;1;3;Low;7;5;589.3;589.3;1
15071;1;1;Low;7;1;565;565;1
15072;1;2;Low;7;2;573.6;573.6;1
15073;1;1;Low;8;1;565;565;1
15077;1;2;Low;10;2;776;776;0
15078;1;1;Low;10;1;742.4;742.4;0
15079;1;2;Low;7;2;550;550;1
15080;1;1;Low;8;1;2071.4;2071.4;1
15084;1;4;Med 1;8;7;2149.9;2149.9;1
15085;1;3;Low;7;4;2119.1;2119.1;1
15086;2;8;Med 2;7;15;4529.4;2264.7;1
15090;1;2;Low;8;3;164;164;1
15096;1;1;Low;8;1;70;70;1
15097;2;8;Med 2;10;11;4552.9;2276.5;1
15098;1;3;Low;7;5;38.9;38.9;1
15100;1;3;Low;8;5;2103.4;2103.4;1
15101;1;4;Med 1;8;6;2097;2097;1
15104;1;1;Low;7;1;70;70;1
15106;2;7;Med 2;10;9;4593.1;2296.5;1
15114;1;2;Low;8;3;2071.1;2071.1;1
15115;1;2;Low;7;3;93.5;93.5;1
15116;1;3;Low;8;5;2094.6;2094.6;1
15117;1;5;Med 1;8;7;2145.8;2145.8;1
15118;2;4;Med 1;10;5;4476.8;2238.4;1
15120;1;3;Low;9;5;2108.7;2108.7;0
15121;1;3;Low;9;4;2086.4;2086.4;0
15122;1;3;Low;9;5;2079.7;2079.7;0
15123;1;3;Low;9;7;31.3;31.3;0
15127;1;3;Low;9;4;2089.1;2089.1;0
15129;1;1;Low;9;1;2049.1;2049.1;0
15130;1;5;Med 1;9;5;2175.4;2175.4;0
15131;2;4;Med 1;9;6;79.3;39.7;1
15132;1;4;Med 1;9;7;93;93;0
15133;1;4;Med 1;9;5;2145.1;2145.1;0
15136;1;2;Low;9;3;27.3;27.3;1
15141;1;1;Low;9;1;35;35;0
15142;1;3;Low;9;3;112.5;112.5;0
15146;2;6;Med 1;9;8;160.2;80.1;1
15147;1;2;Low;9;3;57.2;57.2;1
15153;1;1;Low;9;2;25;25;1
15155;1;5;Med 1;4;9;2120.1;2120.1;1
15162;1;1;Low;6;2;10;10;0
15163;1;2;Low;1;4;7.3;7.3;1
15164;1;1;Low;4;1;5;5;1
15165;1;2;Low;4;3;38.6;38.6;1
15166;1;2;Low;4;4;2093.4;2093.4;1
15167;1;5;Med 1;1;8;2149;2149;1
15168;1;2;Low;1;4;38.6;38.6;1
15169;1;3;Low;9;4;848.1;848.1;1
15174;1;5;Med 1;4;9;99.9;99.9;1
15193;1;6;Med 1;4;10;2177;2177;1
15194;1;5;Med 1;4;8;2142.4;2142.4;1
15195;1;3;Low;4;4;2126.1;2126.1;1
15196;1;4;Med 1;4;7;2129.6;2129.6;1
15197;1;3;Low;6;5;50;50;0
15199;1;2;Low;4;4;2051.4;2051.4;1
15200;1;3;Low;4;3;2111.4;2111.4;1
15202;1;2;Low;4;4;12.9;12.9;1
15203;1;5;Med 1;4;8;2182.6;2182.6;1
15208;1;4;Med 1;9;5;902.1;902.1;1
15209;1;4;Med 1;9;5;867.1;867.1;1
15230;1;3;Low;9;6;149;149;1
15232;1;1;Low;9;3;25;25;1
15233;2;2;Low;9;3;60;30;1
15234;1;1;Low;9;3;25;25;1
15235;1;4;Med 1;9;7;116.6;116.6;1
15239;2;5;Med 1;9;9;121.2;60.6;1
15240;1;1;Low;9;2;10;10;0
15241;2;5;Med 1;9;10;51.9;26;1
15242;2;3;Low;9;6;37.3;18.6;1
15244;1;1;Low;6;1;4;4;0
15245;1;2;Low;4;3;31;31;1
15249;1;2;Low;4;3;45.5;45.5;1
15251;1;2;Low;6;4;6.3;6.3;1
15253;1;1;Low;9;2;8.6;8.6;0
15258;1;1;Low;1;2;5;5;1
15261;1;3;Low;9;6;17.3;17.3;1
15262;1;1;Low;9;1;1701;1701;1
15264;1;1;Low;9;2;30;30;1
15270;1;2;Low;1;3;38.6;38.6;1
15271;1;2;Low;1;3;38.6;38.6;1
15280;1;4;Med 1;4;7;2086.1;2086.1;1
15297;1;2;Low;1;3;40;40;1
15302;1;3;Low;4;4;2104.7;2104.7;1
15303;1;1;Low;4;1;2049.1;2049.1;1
15310;1;2;Low;6;3;34.9;34.9;1
15313;1;2;Low;1;4;7.3;7.3;1
15320;1;4;Med 1;1;5;2124.1;2124.1;1
15321;1;2;Low;4;2;2084.1;2084.1;1
15322;1;4;Med 1;1;5;2121.4;2121.4;1
15328;1;4;Med 1;4;7;2165;2165;1
15329;1;3;Low;4;5;2106.1;2106.1;1
15340;1;2;Low;6;3;40;40;0
15345;1;4;Med 1;4;9;2072.7;2072.7;1
15346;1;4;Med 1;4;6;2215.7;2215.7;1
15348;1;4;Med 1;1;5;2168.2;2168.2;1
15349;1;4;Med 1;4;7;2108.4;2108.4;1
15350;1;4;Med 1;1;6;2113.7;2113.7;1
15354;2;5;Med 1;10;8;4472.8;2236.4;1
15357;1;4;Med 1;8;6;2120;2120;1
15359;1;3;Low;1;6;50.5;50.5;1
15364;1;4;Med 1;1;5;2150.1;2150.1;1
15365;1;5;Med 1;4;9;2110.7;2110.7;1
15367;1;4;Med 1;1;5;2146.4;2146.4;1
15369;1;4;Med 1;1;5;2097.7;2097.7;1
15371;1;3;Low;1;4;2147.4;2147.4;1
15372;1;2;Low;1;3;2073.7;2073.7;1
15374;1;4;Med 1;4;5;2146.4;2146.4;1
15375;1;3;Low;4;5;67.9;67.9;1
15376;1;3;Low;6;5;42.3;42.3;0
15378;1;1;Low;6;1;70;70;0
15379;1;4;Med 1;4;7;2150.6;2150.6;1
15380;1;4;Med 1;1;6;2113.7;2113.7;1
15382;1;3;Low;4;4;103.5;103.5;1
15386;1;1;Low;1;3;5;5;1
15388;1;4;Med 1;4;6;2097.7;2097.7;1
15389;1;4;Med 1;4;5;2124.1;2124.1;1
15390;1;2;Low;1;3;38.6;38.6;1
15394;1;3;Low;4;5;2104.7;2104.7;1
15396;1;4;Med 1;1;6;2119.1;2119.1;1
15398;1;2;Low;4;2;2104.1;2104.1;1
15399;1;4;Med 1;4;6;2116.7;2116.7;1
15402;1;2;Low;6;3;41.2;41.2;0
15404;1;4;Med 1;4;6;2086.1;2086.1;1
15408;1;2;Low;4;2;40;40;1
15411;1;4;Med 1;4;6;2097.7;2097.7;1
15413;1;4;Med 1;6;7;118;118;1
15415;1;3;Low;1;4;88;88;1
15417;1;4;Med 1;4;6;2091.4;2091.4;1
15419;1;1;Low;1;1;2071.4;2071.4;1
15425;1;1;Low;9;1;1701;1701;1
15429;1;5;Med 1;4;8;2138.6;2138.6;1
15435;1;3;Low;9;5;1730;1730;1
15436;1;1;Low;9;1;1701;1701;1
15440;1;2;Low;10;3;751;751;0
15442;1;3;Low;7;5;93.5;93.5;1
15448;1;2;Low;10;3;12.9;12.9;1
15451;1;2;Low;7;2;573.6;573.6;1
15453;1;1;Low;10;1;742.4;742.4;0
15454;1;1;Low;8;1;565;565;1
15456;1;4;Med 1;8;6;634;634;1
15457;1;2;Low;8;2;598.6;598.6;1
15458;1;1;Low;8;3;5;5;1
15461;1;1;Low;10;3;5;5;1
15464;1;2;Low;9;4;35;35;0
15465;1;2;Low;9;4;10.2;10.2;1
15470;1;3;Low;4;4;75;75;1
15478;1;2;Low;6;4;15;15;1
15480;1;1;Low;4;1;2049.1;2049.1;1
15481;1;4;Med 1;4;5;2122.7;2122.7;1
15482;1;3;Low;4;5;2094.6;2094.6;1
15483;1;4;Med 1;4;6;2091.4;2091.4;1
15484;1;3;Low;4;4;2148.4;2148.4;1
15488;1;3;Low;6;4;100.1;100.1;0
15490;1;5;Med 1;6;7;2146.3;2146.3;0
15491;1;4;Med 1;5;6;2149.9;2149.9;1
15492;1;4;Med 1;1;7;2087.6;2087.6;1
15493;1;2;Low;1;3;2071.1;2071.1;1
15498;1;1;Low;6;1;32.6;32.6;1
15500;1;3;Low;4;4;2125.1;2125.1;1
15501;1;2;Low;4;2;2169.1;2169.1;1
15507;1;3;Low;6;5;38.9;38.9;1
15508;1;2;Low;1;3;38.6;38.6;1
15510;1;2;Low;1;3;40;40;1
15513;1;2;Low;1;3;40;40;1
15516;1;2;Low;4;4;7.3;7.3;1
15517;1;2;Low;4;2;2084.1;2084.1;1
15518;1;4;Med 1;4;8;2086.1;2086.1;1
15521;1;4;Med 1;4;6;2141.4;2141.4;1
15522;1;2;Low;1;4;27;27;1
15533;1;1;Low;4;1;5;5;1
15534;1;4;Med 1;1;5;2165;2165;1
15535;1;2;Low;4;3;2071.1;2071.1;1
15536;1;3;Low;6;4;78.5;78.5;0
15540;1;2;Low;4;3;2093.4;2093.4;1
15541;1;3;Low;4;6;60.6;60.6;1
15542;1;3;Low;4;5;2086.4;2086.4;1
15543;1;2;Low;6;2;70;70;0
15545;1;2;Low;4;3;38.6;38.6;1
15564;2;5;Med 1;6;7;99.6;49.8;1
15565;1;2;Low;1;3;2071.1;2071.1;1
15566;1;5;Med 1;6;7;2183.6;2183.6;0
15567;1;4;Med 1;6;7;2081.3;2081.3;0
15568;1;2;Low;4;2;2081.4;2081.4;1
15569;1;1;Low;1;1;2049.1;2049.1;1
15572;2;4;Med 1;6;7;70.6;35.3;0
15577;1;2;Low;9;3;57.2;57.2;1
15581;2;6;Med 1;9;10;112.6;56.3;1
15592;1;1;Low;9;1;35;35;1
15593;1;2;Low;9;4;27.3;27.3;1
15598;1;3;Low;9;6;48.6;48.6;0
15603;1;2;Low;9;5;15;15;1
15604;1;3;Low;9;6;38.5;38.5;1
15605;1;1;Low;9;2;25;25;0
15606;1;3;Low;9;6;37.6;37.6;1
15608;1;2;Low;8;3;38.6;38.6;1
15609;1;2;Low;7;5;27.3;27.3;1
15610;1;2;Low;10;3;40;40;0
15616;1;2;Low;7;3;27.3;27.3;1
15623;2;6;Med 1;7;10;4554.9;2277.5;1
15624;2;6;Med 1;7;8;4558.1;2279.1;1
15625;1;2;Low;8;2;2093.4;2093.4;1
15626;1;3;Low;8;3;2174.5;2174.5;1
15627;1;3;Low;8;4;2113.7;2113.7;1
15630;1;2;Low;10;3;751;751;1
15637;1;5;Med 1;7;8;2150.8;2150.8;0
15658;1;3;Low;7;5;63.6;63.6;1
15671;1;2;Low;10;4;24.3;24.3;1
15675;1;3;Low;8;4;2089.1;2089.1;1
15676;1;4;Med 1;7;5;2113.7;2113.7;0
15677;1;3;Low;7;7;2086.4;2086.4;0
15678;1;4;Med 1;7;7;2072.7;2072.7;0
15680;1;1;Low;8;2;5;5;1
15684;1;3;Low;8;4;2092.7;2092.7;1
15685;1;2;Low;8;3;2071.1;2071.1;1
15691;2;6;Med 1;10;8;4514.1;2257.1;1
15692;2;6;Med 1;10;7;4562.8;2281.4;1
15693;1;1;Low;8;1;2049.1;2049.1;1
15694;1;2;Low;10;4;7.3;7.3;1
15695;2;7;Med 2;10;11;4498.7;2249.4;1
15697;1;4;Med 1;8;7;2086.1;2086.1;1
15699;2;7;Med 2;10;10;4540.2;2270.1;1
15700;1;2;Low;7;2;2084.1;2084.1;1
15702;2;6;Med 1;10;9;4490.1;2245;1
15704;1;1;Low;8;1;35;35;1
15707;1;1;Low;8;1;35;35;1
15710;2;6;Med 1;7;8;3883.1;1941.6;1
15711;1;3;Low;10;4;70.2;70.2;1
15712;1;1;Low;10;1;32.6;32.6;0
15715;1;1;Low;9;2;25;25;0
15718;1;1;Low;9;1;35;35;0
15730;1;3;Low;9;5;87.6;87.6;0
15731;1;1;Low;9;1;35;35;1
15735;1;2;Low;9;2;81.7;81.7;1
15737;1;5;Med 1;1;9;2088.3;2088.3;1
15739;1;3;Low;4;4;2108.7;2108.7;1
15740;1;2;Low;1;4;40;40;1
15744;1;2;Low;1;5;12.9;12.9;1
15747;1;2;Low;4;3;38.6;38.6;1
15750;1;2;Low;4;3;2059.1;2059.1;1
15760;1;3;Low;6;5;69;69;1
15768;1;2;Low;4;3;2093.4;2093.4;1
15769;1;3;Low;4;4;2128.4;2128.4;1
15770;1;6;Med 1;4;10;2148.4;2148.4;1
15771;1;3;Low;1;4;2141.5;2141.5;1
15772;1;2;Low;4;3;38.6;38.6;1
15773;1;3;Low;4;4;63.5;63.5;1
15775;1;3;Low;1;5;15.2;15.2;1
15778;1;4;Med 1;1;5;2145.1;2145.1;1
15780;1;3;Low;4;4;2213.4;2213.4;1
15781;1;4;Med 1;4;5;2175.1;2175.1;1
15783;1;1;Low;9;1;33.6;33.6;0
15803;1;1;Low;9;1;33.6;33.6;0
15809;1;1;Low;9;2;30;30;1
15811;1;2;Low;9;4;32.3;32.3;1
15813;1;2;Low;4;4;31;31;1
15815;1;2;Low;6;2;34.9;34.9;0
15819;1;2;Low;1;4;31;31;1
15826;1;2;Low;6;4;34;34;0
